User ID;Age;Age Segmentation;Country;Streaming Platform;Top Genre;Minutes Streamed Per Day;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement (%);Repeat Song Rate (%)
U5380;48;37-48;Germany;Tidal;Hip-Hop;580;238;Adele;Free;Afternoon;87,57;17,47
U5381;43;37-48;France;Amazon Music;Reggae;571;499;The Weeknd;Free;Night;12,73;30,90
U5382;35;25-36;Germany;YouTube;EDM;264;286;Dua Lipa;Free;Morning;68,52;17,38
U5383;38;37-48;Canada;Spotify;EDM;318;421;Dua Lipa;Premium;Afternoon;33,33;37,92
U5384;44;37-48;Japan;Deezer;Reggae;82;434;Taylor Swift;Free;Night;41,28;23,49
U5385;16;13-24;Canada;Amazon Music;Jazz;103;379;Adele;Free;Afternoon;69,84;12,49
U5386;29;25-36;France;Spotify;R&B;265;359;Billie Eilish;Free;Night;88,00;60,35
U5387;52;49-60;USA;Apple Music;Hip-Hop;581;436;Post Malone;Premium;Afternoon;74,68;24,09
U5388;35;25-36;Germany;Amazon Music;EDM;225;347;Ed Sheeran;Free;Afternoon;67,40;72,27
U5389;19;13-24;UK;Amazon Music;Reggae;314;352;Dua Lipa;Premium;Afternoon;44,44;51,10
U5390;19;13-24;UK;Tidal;Classical;364;9;Bad Bunny;Premium;Morning;16,93;29,29
U5391;22;13-24;UK;Apple Music;Jazz;429;480;Bad Bunny;Premium;Morning;78,84;14,96
U5392;58;49-60;Australia;Spotify;Jazz;383;398;Adele;Free;Night;66,56;73,01
U5393;47;37-48;India;Apple Music;Reggae;320;298;Taylor Swift;Free;Afternoon;40,92;23,01
U5394;28;25-36;Germany;Deezer;Metal;587;38;Ed Sheeran;Premium;Afternoon;21,37;37,60
U5395;32;25-36;Japan;YouTube;Classical;366;98;Billie Eilish;Free;Morning;84,98;32,29
U5396;28;25-36;India;Spotify;Jazz;81;379;Dua Lipa;Premium;Night;84,67;46,57
U5397;56;49-60;France;Apple Music;Jazz;530;46;Post Malone;Free;Afternoon;28,43;16,09
U5398;29;25-36;Australia;Tidal;Rock;497;292;The Weeknd;Premium;Night;66,70;41,26
U5399;33;25-36;Canada;YouTube;Jazz;383;363;Taylor Swift;Free;Night;80,55;43,20
U5400;41;37-48;Germany;Tidal;EDM;94;26;Dua Lipa;Free;Night;10,15;29,69
U5401;14;13-24;India;YouTube;Jazz;598;303;Drake;Premium;Night;51,06;78,74
U5402;27;25-36;Germany;YouTube;R&B;505;483;Bad Bunny;Free;Afternoon;69,29;75,11
U5403;32;25-36;Australia;Apple Music;Metal;384;338;Bad Bunny;Free;Afternoon;20,37;51,14
U5404;26;25-36;UK;Tidal;Hip-Hop;405;25;Drake;Premium;Morning;21,44;53,97
U5405;28;25-36;USA;Tidal;EDM;152;95;BTS;Premium;Night;74,90;76,33
U5406;37;37-48;South Korea;Apple Music;Rock;171;287;Taylor Swift;Premium;Night;65,50;60,69
U5407;28;25-36;India;Tidal;Country;281;494;Dua Lipa;Premium;Night;80,89;67,40
U5408;32;25-36;UK;YouTube;Reggae;421;177;Taylor Swift;Free;Night;41,34;39,38
U5409;57;49-60;Canada;YouTube;Jazz;387;357;BTS;Free;Morning;39,21;5,67
U5410;58;49-60;Germany;Apple Music;Jazz;482;415;Taylor Swift;Free;Night;84,93;21,67
U5411;29;25-36;France;Apple Music;Country;167;336;Drake;Premium;Afternoon;64,80;69,24
U5412;46;37-48;Brazil;Spotify;EDM;27;185;Adele;Premium;Morning;78,62;47,59
U5413;23;13-24;South Korea;Apple Music;Pop;145;274;BTS;Premium;Morning;49,31;58,22
U5414;40;37-48;South Korea;Tidal;Country;334;131;Drake;Premium;Night;28,69;47,80
U5415;28;25-36;UK;Tidal;Reggae;243;208;Adele;Free;Afternoon;51,34;36,69
U5416;44;37-48;India;Tidal;Country;85;220;Drake;Free;Morning;74,79;77,20
U5417;36;25-36;Australia;Amazon Music;Classical;133;459;Taylor Swift;Free;Afternoon;82,66;49,14
U5418;39;37-48;USA;Apple Music;EDM;311;50;Bad Bunny;Free;Morning;33,37;59,29
U5419;21;13-24;Australia;Tidal;EDM;245;397;Adele;Free;Afternoon;54,70;37,94
U5420;19;13-24;USA;Apple Music;R&B;433;159;Drake;Premium;Afternoon;72,93;7,29
U5421;49;49-60;Canada;YouTube;EDM;380;487;Billie Eilish;Premium;Afternoon;24,92;71,96
U5422;21;13-24;Germany;Amazon Music;Hip-Hop;110;32;Post Malone;Free;Afternoon;25,76;41,95
U5423;30;25-36;Brazil;Apple Music;EDM;182;352;The Weeknd;Premium;Morning;44,71;79,17
U5424;35;25-36;USA;Apple Music;EDM;41;366;Post Malone;Premium;Afternoon;17,47;9,50
U5425;45;37-48;USA;Deezer;Pop;139;297;Adele;Free;Afternoon;30,68;59,55
U5426;27;25-36;Germany;Spotify;Metal;236;450;Ed Sheeran;Premium;Afternoon;40,79;11,33
U5427;33;25-36;South Korea;Tidal;Country;406;231;Post Malone;Free;Morning;14,83;40,63
U5428;22;13-24;UK;Amazon Music;EDM;272;151;BTS;Premium;Night;54,41;21,11
U5429;39;37-48;Germany;Tidal;Classical;159;9;The Weeknd;Premium;Afternoon;17,49;25,94
U5430;24;13-24;Japan;YouTube;Pop;489;321;Ed Sheeran;Free;Afternoon;18,34;20,95
U5431;42;37-48;Canada;YouTube;Country;581;24;The Weeknd;Premium;Night;79,04;58,51
U5432;47;37-48;Japan;Tidal;Jazz;400;195;Adele;Premium;Afternoon;86,46;45,61
U5433;26;25-36;Germany;Deezer;Country;218;330;Drake;Free;Afternoon;74,76;7,51
U5434;35;25-36;Canada;Amazon Music;R&B;158;172;Taylor Swift;Free;Morning;42,74;12,21
U5435;29;25-36;Japan;Deezer;Reggae;381;151;Drake;Premium;Afternoon;31,20;13,98
U5436;37;37-48;Brazil;Deezer;Pop;29;365;Billie Eilish;Free;Night;87,65;21,89
U5437;43;37-48;France;Spotify;Jazz;306;373;Dua Lipa;Free;Morning;67,66;43,79
U5438;27;25-36;France;Apple Music;Pop;97;134;Drake;Free;Night;40,77;18,50
U5439;38;37-48;France;Amazon Music;Classical;321;53;Drake;Free;Afternoon;66,59;27,82
U5440;19;13-24;Japan;Spotify;Hip-Hop;180;319;Dua Lipa;Free;Morning;37,44;47,01
U5441;56;49-60;Germany;Spotify;Metal;339;320;Taylor Swift;Free;Night;81,09;61,52
U5442;37;37-48;USA;Spotify;Hip-Hop;288;193;The Weeknd;Free;Afternoon;26,90;69,16
U5443;46;37-48;India;Amazon Music;Rock;237;450;Bad Bunny;Free;Afternoon;68,03;35,55
U5444;55;49-60;Germany;Deezer;Country;392;339;Drake;Free;Night;58,24;39,33
U5445;28;25-36;France;Tidal;Hip-Hop;488;389;Adele;Premium;Morning;63,71;73,35
U5446;57;49-60;Canada;Deezer;R&B;408;142;Billie Eilish;Free;Night;15,72;25,06
U5447;53;49-60;South Korea;Tidal;Jazz;458;15;Post Malone;Premium;Afternoon;66,59;11,99
U5448;36;25-36;South Korea;Apple Music;Reggae;82;310;The Weeknd;Free;Afternoon;11,05;57,39
U5449;19;13-24;France;Apple Music;EDM;27;1;Dua Lipa;Premium;Morning;54,14;59,71
U5450;33;25-36;South Korea;YouTube;Hip-Hop;115;85;Dua Lipa;Free;Morning;85,92;75,30
U5451;49;49-60;Australia;Apple Music;R&B;502;264;Taylor Swift;Premium;Morning;86,46;5,90
U5452;41;37-48;Germany;Spotify;EDM;426;486;Drake;Free;Afternoon;28,86;8,13
U5453;34;25-36;France;Spotify;Reggae;454;131;Dua Lipa;Premium;Night;27,73;38,29
U5454;19;13-24;South Korea;Amazon Music;Classical;138;18;BTS;Free;Afternoon;64,44;12,11
U5455;56;49-60;Japan;Tidal;Pop;339;271;Ed Sheeran;Premium;Morning;60,96;70,07
U5456;37;37-48;France;Apple Music;Rock;296;396;Post Malone;Free;Night;63,10;73,46
U5457;23;13-24;France;Tidal;Rock;185;369;The Weeknd;Free;Afternoon;88,68;52,11
U5458;49;49-60;India;YouTube;EDM;577;101;Dua Lipa;Premium;Morning;55,31;59,07
U5459;41;37-48;Germany;Spotify;Hip-Hop;478;236;BTS;Premium;Afternoon;65,63;69,83
U5460;55;49-60;South Korea;Spotify;EDM;210;187;Adele;Premium;Morning;67,03;62,15
U5461;45;37-48;France;Tidal;Reggae;556;279;BTS;Premium;Night;80,45;61,73
U5462;59;49-60;Canada;Amazon Music;Metal;430;388;Dua Lipa;Free;Morning;35,36;32,61
U5463;49;49-60;Brazil;Deezer;Metal;347;484;The Weeknd;Free;Morning;81,67;62,04
U5464;51;49-60;USA;Spotify;R&B;271;373;Post Malone;Free;Morning;67,68;48,27
U5465;19;13-24;Brazil;YouTube;Jazz;220;397;BTS;Premium;Afternoon;58,14;14,25
U5466;38;37-48;South Korea;Amazon Music;Country;22;229;Dua Lipa;Premium;Night;55,45;52,78
U5467;24;13-24;Australia;YouTube;Reggae;518;329;Taylor Swift;Premium;Morning;29,98;30,38
U5468;60;49-60;Japan;Spotify;Jazz;333;222;Post Malone;Premium;Night;39,58;52,13
U5469;42;37-48;Brazil;Apple Music;Jazz;87;298;Ed Sheeran;Free;Night;42,83;24,87
U5470;53;49-60;Japan;Apple Music;Rock;94;322;Post Malone;Premium;Morning;87,74;16,74
U5471;30;25-36;UK;Deezer;Metal;141;81;Dua Lipa;Premium;Night;14,74;51,26
U5472;28;25-36;South Korea;Tidal;R&B;132;176;Adele;Premium;Afternoon;32,56;43,50
U5473;14;13-24;Australia;Tidal;Reggae;489;317;Dua Lipa;Free;Night;82,75;10,73
U5474;15;13-24;Brazil;YouTube;Pop;428;48;The Weeknd;Free;Afternoon;60,65;63,25
U5475;31;25-36;UK;Spotify;Rock;558;45;BTS;Free;Morning;57,43;9,94
U5476;26;25-36;South Korea;Tidal;Pop;570;291;Taylor Swift;Premium;Afternoon;25,12;35,02
U5477;37;37-48;Australia;Amazon Music;Reggae;95;201;Ed Sheeran;Premium;Night;14,45;73,47
U5478;40;37-48;Australia;Amazon Music;R&B;598;136;Adele;Premium;Morning;52,28;5,28
U5479;44;37-48;USA;Tidal;Pop;207;76;Taylor Swift;Free;Morning;55,75;56,60
U5480;59;49-60;USA;Spotify;Hip-Hop;156;272;Drake;Free;Night;76,68;44,99
U5481;46;37-48;France;Tidal;Rock;131;35;BTS;Free;Night;60,85;79,78
U5482;15;13-24;South Korea;Apple Music;Metal;578;39;Drake;Premium;Night;48,92;33,22
U5483;23;13-24;Brazil;YouTube;Rock;375;134;Dua Lipa;Free;Morning;62,39;73,71
U5484;58;49-60;Germany;YouTube;EDM;516;374;Post Malone;Free;Morning;79,11;55,77
U5485;33;25-36;Germany;Amazon Music;R&B;127;58;The Weeknd;Free;Afternoon;62,81;54,38
U5486;48;37-48;Australia;Apple Music;EDM;445;313;Billie Eilish;Free;Night;32,66;68,53
U5487;17;13-24;South Korea;YouTube;Jazz;559;398;Ed Sheeran;Premium;Night;48,85;18,40
U5488;53;49-60;USA;Apple Music;Rock;29;154;The Weeknd;Free;Afternoon;61,66;48,42
U5489;42;37-48;Australia;Spotify;Hip-Hop;174;443;Billie Eilish;Free;Afternoon;47,00;51,19
U5490;46;37-48;UK;Spotify;EDM;535;459;Adele;Premium;Night;11,58;78,01
U5491;56;49-60;South Korea;Spotify;Rock;458;481;Dua Lipa;Premium;Afternoon;29,83;71,45
U5492;51;49-60;India;Deezer;Classical;411;397;Bad Bunny;Free;Morning;10,65;28,68
U5493;22;13-24;India;Amazon Music;Country;480;106;Taylor Swift;Free;Morning;22,43;32,63
U5494;26;25-36;South Korea;YouTube;Jazz;49;41;Adele;Premium;Morning;75,62;21,20
U5495;36;25-36;USA;Spotify;Rock;271;20;Post Malone;Free;Morning;50,08;76,68
U5496;41;37-48;Australia;Amazon Music;Metal;51;221;Drake;Premium;Night;21,91;42,65
U5497;45;37-48;UK;Apple Music;Jazz;589;390;The Weeknd;Premium;Night;50,01;36,65
U5498;31;25-36;France;Tidal;Metal;246;466;Dua Lipa;Premium;Afternoon;34,87;53,24
U5499;32;25-36;UK;Tidal;Pop;577;140;The Weeknd;Free;Afternoon;47,52;30,64
U5500;42;37-48;Australia;Spotify;Hip-Hop;379;461;Post Malone;Free;Morning;68,59;59,84
U5501;25;25-36;Australia;Amazon Music;Country;31;190;Billie Eilish;Free;Night;75,37;62,15
U5502;57;49-60;Japan;Spotify;Pop;471;206;Drake;Premium;Afternoon;59,55;24,24
U5503;17;13-24;India;Amazon Music;Classical;82;366;Adele;Free;Afternoon;89,08;6,69
U5504;27;25-36;India;Tidal;Classical;228;26;Adele;Free;Afternoon;76,55;46,34
U5505;14;13-24;USA;Amazon Music;Reggae;158;362;Billie Eilish;Premium;Morning;74,37;12,09
U5506;33;25-36;India;Amazon Music;R&B;308;15;Bad Bunny;Premium;Morning;30,13;75,47
U5507;33;25-36;India;Apple Music;Rock;480;258;Drake;Free;Night;34,95;68,02
U5508;19;13-24;Germany;Amazon Music;Metal;141;428;Adele;Free;Morning;51,97;51,02
U5509;53;49-60;Australia;YouTube;R&B;139;485;Taylor Swift;Premium;Afternoon;68,52;23,29
U5510;36;25-36;India;Deezer;Reggae;530;478;Adele;Free;Night;86,35;28,62
U5511;24;13-24;Japan;Tidal;Rock;469;225;Dua Lipa;Premium;Morning;17,67;9,19
U5512;23;13-24;South Korea;YouTube;Hip-Hop;594;251;Taylor Swift;Free;Morning;31,92;26,39
U5513;39;37-48;Germany;Amazon Music;Pop;121;261;Dua Lipa;Premium;Night;60,80;10,10
U5514;26;25-36;Canada;Spotify;Classical;146;419;Billie Eilish;Premium;Afternoon;44,06;76,59
U5515;22;13-24;USA;Deezer;R&B;202;443;Taylor Swift;Free;Morning;24,76;67,55
U5516;37;37-48;Japan;Apple Music;Pop;176;66;Adele;Free;Afternoon;12,79;53,51
U5517;34;25-36;Germany;YouTube;Reggae;435;238;Taylor Swift;Premium;Morning;87,66;10,91
U5518;35;25-36;Australia;Tidal;Hip-Hop;288;243;Post Malone;Premium;Morning;19,68;74,98
U5519;29;25-36;India;Spotify;Metal;242;113;Billie Eilish;Free;Afternoon;30,91;47,61
U5520;17;13-24;Brazil;Spotify;Jazz;214;366;Ed Sheeran;Premium;Afternoon;29,83;28,47
U5521;52;49-60;South Korea;Amazon Music;Hip-Hop;395;437;Ed Sheeran;Premium;Night;28,31;56,89
U5522;34;25-36;Australia;YouTube;Classical;112;15;Ed Sheeran;Premium;Morning;27,48;34,03
U5523;54;49-60;South Korea;YouTube;Rock;147;123;Adele;Free;Morning;73,02;40,90
U5524;20;13-24;Germany;Deezer;Jazz;519;6;Bad Bunny;Premium;Afternoon;35,51;45,72
U5525;21;13-24;France;Deezer;EDM;64;235;The Weeknd;Premium;Night;47,56;66,79
U5526;57;49-60;France;YouTube;Hip-Hop;266;445;Adele;Premium;Night;21,87;57,57
U5527;48;37-48;Japan;Amazon Music;Classical;594;258;BTS;Premium;Afternoon;64,76;52,51
U5528;44;37-48;USA;Spotify;R&B;314;255;BTS;Premium;Afternoon;69,80;27,12
U5529;56;49-60;UK;Tidal;Jazz;31;425;Taylor Swift;Premium;Night;29,24;52,60
U5530;31;25-36;USA;Apple Music;Rock;394;298;Taylor Swift;Free;Afternoon;22,57;23,31
U5531;16;13-24;Australia;Tidal;Metal;10;93;The Weeknd;Free;Afternoon;11,27;65,21
U5532;30;25-36;Japan;Amazon Music;Metal;474;467;Post Malone;Free;Morning;68,41;64,68
U5533;31;25-36;USA;Tidal;Reggae;296;10;The Weeknd;Free;Afternoon;69,91;72,19
U5534;27;25-36;South Korea;Amazon Music;R&B;464;182;Drake;Free;Night;49,64;58,59
U5535;53;49-60;Germany;Spotify;Country;188;431;Ed Sheeran;Premium;Night;15,58;39,88
U5536;43;37-48;Brazil;Amazon Music;Rock;65;427;The Weeknd;Free;Night;36,34;30,07
U5537;33;25-36;South Korea;Amazon Music;EDM;318;111;Drake;Premium;Night;88,52;45,21
U5538;53;49-60;Germany;Apple Music;EDM;588;70;Adele;Premium;Morning;32,51;26,79
U5539;53;49-60;Germany;Spotify;Country;111;214;Taylor Swift;Premium;Morning;82,34;75,01
U5540;46;37-48;Australia;Amazon Music;Classical;337;46;Ed Sheeran;Premium;Morning;70,71;9,54
U5541;32;25-36;Canada;Deezer;Pop;532;198;Ed Sheeran;Free;Morning;23,70;60,54
U5542;31;25-36;France;Deezer;Metal;454;3;Adele;Free;Afternoon;33,57;69,55
U5543;41;37-48;UK;Apple Music;EDM;83;472;Dua Lipa;Free;Afternoon;83,46;30,17
U5544;51;49-60;Germany;Spotify;Classical;507;401;Taylor Swift;Premium;Morning;71,19;13,44
U5545;49;49-60;India;Apple Music;Hip-Hop;395;64;Dua Lipa;Premium;Night;47,23;22,89
U5546;55;49-60;Canada;Spotify;Pop;542;140;Adele;Free;Afternoon;36,95;19,40
U5547;39;37-48;Australia;YouTube;Pop;211;135;Ed Sheeran;Free;Afternoon;88,55;43,24
U5548;32;25-36;UK;Deezer;Classical;552;388;Dua Lipa;Free;Afternoon;82,90;35,10
U5549;32;25-36;Australia;Apple Music;Jazz;89;84;Ed Sheeran;Free;Morning;55,85;74,24
U5550;16;13-24;Germany;YouTube;Hip-Hop;514;170;Billie Eilish;Premium;Afternoon;84,38;54,72
U5551;22;13-24;Brazil;YouTube;Reggae;351;433;Taylor Swift;Free;Morning;26,25;65,79
U5552;56;49-60;Canada;YouTube;Hip-Hop;64;313;Drake;Premium;Morning;61,43;44,25
U5553;17;13-24;France;Spotify;Rock;474;265;Dua Lipa;Premium;Morning;57,81;73,35
U5554;26;25-36;South Korea;Deezer;Jazz;137;162;BTS;Free;Morning;79,72;38,88
U5555;36;25-36;France;Spotify;R&B;592;449;Post Malone;Free;Night;61,51;10,47
U5556;34;25-36;France;YouTube;R&B;287;237;Bad Bunny;Free;Morning;35,63;78,75
U5557;20;13-24;Brazil;Tidal;Country;443;264;The Weeknd;Premium;Night;60,18;63,78
U5558;57;49-60;Canada;Apple Music;Metal;204;407;Bad Bunny;Free;Night;44,59;29,62
U5559;43;37-48;India;YouTube;R&B;122;466;Ed Sheeran;Free;Night;65,66;43,36
U5560;49;49-60;Brazil;Deezer;R&B;20;448;Taylor Swift;Free;Morning;83,09;73,02
U5561;49;49-60;Brazil;Amazon Music;Country;449;462;Dua Lipa;Free;Morning;37,68;79,26
U5562;45;37-48;France;Deezer;Hip-Hop;255;192;The Weeknd;Free;Afternoon;80,91;50,08
U5563;24;13-24;France;Spotify;Reggae;98;150;The Weeknd;Free;Morning;17,21;20,92
U5564;58;49-60;Canada;Amazon Music;Metal;270;23;Adele;Premium;Afternoon;19,86;18,30
U5565;17;13-24;Australia;Spotify;Jazz;43;470;The Weeknd;Free;Night;55,60;75,76
U5566;57;49-60;Australia;Tidal;Rock;583;6;The Weeknd;Free;Morning;28,32;62,97
U5567;27;25-36;Canada;Amazon Music;Hip-Hop;42;323;Bad Bunny;Free;Night;25,96;64,55
U5568;14;13-24;Japan;Apple Music;Jazz;11;391;Drake;Free;Afternoon;41,67;47,97
U5569;51;49-60;UK;Apple Music;Hip-Hop;352;251;Drake;Free;Morning;69,26;43,88
U5570;52;49-60;Germany;Apple Music;Country;49;237;Taylor Swift;Premium;Morning;74,21;76,37
U5571;48;37-48;Canada;Deezer;Rock;591;409;Ed Sheeran;Premium;Afternoon;61,66;56,71
U5572;29;25-36;USA;Deezer;EDM;229;312;Taylor Swift;Premium;Morning;55,47;76,49
U5573;34;25-36;Germany;Apple Music;Metal;171;6;Billie Eilish;Free;Morning;76,26;19,14
U5574;30;25-36;India;Amazon Music;EDM;573;102;Drake;Premium;Afternoon;54,20;59,17
U5575;24;13-24;Canada;YouTube;Metal;486;130;Post Malone;Free;Afternoon;82,89;6,14
U5576;35;25-36;Germany;Spotify;Classical;394;164;Bad Bunny;Free;Morning;25,60;46,99
U5577;56;49-60;Brazil;Deezer;Pop;91;93;Dua Lipa;Free;Morning;68,92;50,29
U5578;36;25-36;UK;Apple Music;Reggae;527;172;BTS;Premium;Night;82,11;9,72
U5579;34;25-36;Canada;Apple Music;Pop;527;232;The Weeknd;Premium;Night;87,05;30,23
U5580;46;37-48;Germany;Tidal;Jazz;337;266;Drake;Free;Afternoon;83,39;40,90
U5581;57;49-60;France;Amazon Music;Jazz;481;380;Drake;Premium;Night;45,40;40,79
U5582;25;25-36;UK;Apple Music;EDM;497;155;Taylor Swift;Premium;Night;50,25;57,17
U5583;42;37-48;USA;Apple Music;Reggae;149;379;Bad Bunny;Premium;Afternoon;16,90;36,90
U5584;60;49-60;USA;Apple Music;Hip-Hop;547;488;Dua Lipa;Premium;Night;36,83;22,77
U5585;59;49-60;Canada;Apple Music;Jazz;154;290;Drake;Premium;Morning;71,14;34,54
U5586;19;13-24;India;Deezer;R&B;194;391;The Weeknd;Free;Night;40,40;9,56
U5587;40;37-48;USA;Spotify;Classical;546;209;The Weeknd;Premium;Night;81,49;58,01
U5588;49;49-60;Canada;Apple Music;Hip-Hop;551;347;Post Malone;Free;Night;72,99;43,90
U5589;13;13-24;Japan;YouTube;Hip-Hop;584;201;BTS;Premium;Night;87,59;26,63
U5590;56;49-60;Australia;YouTube;Classical;463;140;Bad Bunny;Premium;Night;41,22;11,82
U5591;44;37-48;Germany;YouTube;Metal;17;270;Post Malone;Premium;Night;13,00;6,85
U5592;38;37-48;Japan;Tidal;Pop;261;404;Adele;Premium;Night;15,30;66,09
U5593;27;25-36;USA;Spotify;Hip-Hop;91;142;Drake;Free;Morning;44,53;62,76
U5594;23;13-24;Brazil;YouTube;Pop;60;73;Billie Eilish;Premium;Night;62,14;28,91
U5595;33;25-36;Australia;Amazon Music;Metal;267;9;Billie Eilish;Free;Night;13,91;59,16
U5596;23;13-24;South Korea;Deezer;Hip-Hop;437;439;Bad Bunny;Free;Night;89,75;47,82
U5597;47;37-48;India;Spotify;Rock;43;231;Post Malone;Free;Morning;71,28;37,91
U5598;34;25-36;UK;Deezer;Classical;492;315;BTS;Premium;Night;15,90;54,34
U5599;39;37-48;South Korea;YouTube;Pop;524;386;Adele;Premium;Morning;70,64;47,88
U5600;47;37-48;Australia;Deezer;Country;285;208;Billie Eilish;Free;Afternoon;43,81;20,28
U5601;40;37-48;USA;Tidal;Reggae;231;169;Taylor Swift;Premium;Morning;76,14;21,37
U5602;28;25-36;South Korea;Spotify;R&B;374;23;Dua Lipa;Premium;Morning;84,96;32,86
U5603;59;49-60;France;Tidal;R&B;132;328;Dua Lipa;Free;Afternoon;70,68;66,26
U5604;43;37-48;UK;Spotify;Pop;298;51;Dua Lipa;Premium;Morning;33,66;66,59
U5605;28;25-36;Germany;Tidal;Pop;563;186;The Weeknd;Premium;Morning;12,77;32,15
U5606;32;25-36;Germany;Amazon Music;Rock;499;253;Bad Bunny;Premium;Morning;58,68;22,36
U5607;26;25-36;Germany;Deezer;EDM;243;497;Drake;Premium;Morning;41,37;28,46
U5608;21;13-24;India;Apple Music;Rock;446;485;BTS;Premium;Morning;20,43;8,42
U5609;55;49-60;USA;Amazon Music;Rock;559;482;Bad Bunny;Premium;Night;79,65;54,67
U5610;59;49-60;UK;Amazon Music;R&B;39;367;Dua Lipa;Free;Morning;86,97;49,67
U5611;36;25-36;USA;Tidal;Metal;285;49;Dua Lipa;Premium;Morning;24,51;41,48
U5612;47;37-48;Canada;YouTube;Rock;106;11;Ed Sheeran;Free;Afternoon;17,04;46,07
U5613;35;25-36;Brazil;Tidal;Rock;387;164;Bad Bunny;Premium;Night;43,33;72,47
U5614;44;37-48;Canada;Apple Music;Reggae;417;500;Dua Lipa;Premium;Afternoon;21,33;55,77
U5615;42;37-48;Japan;Tidal;Country;592;337;Drake;Premium;Afternoon;11,95;48,46
U5616;21;13-24;USA;Deezer;Reggae;26;120;Post Malone;Free;Afternoon;18,54;25,08
U5617;17;13-24;USA;Amazon Music;Reggae;502;178;Bad Bunny;Premium;Night;20,87;55,73
U5618;44;37-48;Australia;Tidal;Classical;32;364;BTS;Free;Afternoon;87,96;21,22
U5619;32;25-36;France;Apple Music;Metal;129;216;BTS;Premium;Afternoon;66,41;67,02
U5620;37;37-48;Australia;Amazon Music;Classical;220;305;Adele;Premium;Morning;36,76;65,74
U5621;29;25-36;Germany;Tidal;R&B;86;55;Post Malone;Premium;Morning;40,78;30,80
U5622;17;13-24;Germany;YouTube;Reggae;483;85;Ed Sheeran;Premium;Morning;82,85;64,99
U5623;25;25-36;UK;YouTube;Jazz;596;473;Ed Sheeran;Free;Night;85,55;60,97
U5624;55;49-60;Brazil;Spotify;EDM;314;276;BTS;Premium;Night;51,67;27,13
U5625;55;49-60;France;Amazon Music;Pop;528;396;The Weeknd;Free;Morning;56,68;55,82
U5626;36;25-36;South Korea;YouTube;Hip-Hop;334;80;Billie Eilish;Premium;Afternoon;56,46;30,55
U5627;42;37-48;Japan;Apple Music;Metal;216;454;BTS;Premium;Night;22,66;34,78
U5628;21;13-24;Canada;Spotify;EDM;569;266;Dua Lipa;Premium;Afternoon;32,88;73,30
U5629;53;49-60;USA;Apple Music;Country;579;477;BTS;Free;Morning;41,94;21,96
U5630;29;25-36;South Korea;YouTube;Country;167;485;Bad Bunny;Free;Morning;31,48;37,74
U5631;15;13-24;France;Tidal;Jazz;194;205;BTS;Free;Night;68,36;33,32
U5632;29;25-36;France;Amazon Music;R&B;502;157;Post Malone;Premium;Night;11,93;39,19
U5633;37;37-48;India;Apple Music;EDM;314;380;Adele;Premium;Morning;17,48;73,36
U5634;52;49-60;UK;Tidal;Classical;383;2;Billie Eilish;Premium;Night;61,70;70,32
U5635;33;25-36;India;Tidal;Country;575;341;BTS;Free;Morning;65,69;31,39
U5636;29;25-36;Japan;Apple Music;Jazz;412;36;Dua Lipa;Premium;Afternoon;36,46;11,04
U5637;25;25-36;Japan;Spotify;Classical;342;116;BTS;Free;Afternoon;58,63;58,85
U5638;26;25-36;Japan;Deezer;Pop;299;140;Adele;Premium;Morning;22,56;56,18
U5639;43;37-48;Japan;Amazon Music;Pop;444;314;Drake;Free;Afternoon;88,88;22,32
U5640;48;37-48;USA;Deezer;Metal;485;106;Taylor Swift;Free;Afternoon;39,60;44,20
U5641;43;37-48;USA;Tidal;Jazz;48;221;Ed Sheeran;Free;Night;30,87;36,54
U5642;25;25-36;France;YouTube;Jazz;255;424;Dua Lipa;Free;Night;65,34;52,44
U5643;28;25-36;Japan;Tidal;R&B;341;325;Taylor Swift;Free;Afternoon;51,25;61,02
U5644;19;13-24;Germany;Amazon Music;R&B;285;358;Adele;Premium;Afternoon;49,01;24,81
U5645;39;37-48;France;Apple Music;Rock;96;340;BTS;Premium;Afternoon;11,38;21,27
U5646;42;37-48;Australia;Apple Music;Rock;393;175;Post Malone;Premium;Night;52,51;48,80
U5647;18;13-24;Brazil;Apple Music;Reggae;406;41;Ed Sheeran;Premium;Night;10,08;50,22
U5648;17;13-24;India;Spotify;Metal;175;472;Billie Eilish;Free;Afternoon;50,52;61,77
U5649;55;49-60;France;Tidal;Hip-Hop;409;253;Drake;Premium;Afternoon;14,00;30,64
U5650;50;49-60;Japan;Deezer;Hip-Hop;31;486;Post Malone;Premium;Morning;37,12;32,09
U5651;26;25-36;India;Apple Music;Hip-Hop;431;20;Dua Lipa;Premium;Morning;22,22;11,04
U5652;14;13-24;UK;YouTube;Metal;287;462;Ed Sheeran;Premium;Night;71,55;12,34
U5653;20;13-24;Canada;YouTube;R&B;97;450;Bad Bunny;Premium;Morning;53,59;36,13
U5654;54;49-60;South Korea;Spotify;Classical;385;89;The Weeknd;Premium;Afternoon;71,57;48,05
U5655;23;13-24;Japan;YouTube;Rock;25;105;Post Malone;Premium;Morning;25,72;31,14
U5656;42;37-48;Germany;Apple Music;Jazz;350;479;BTS;Premium;Night;32,66;61,46
